video_id,video_timestamp,video_duration,video_locationcreated,video_diggcount,video_sharecount,video_commentcount,video_playcount,video_description,video_is_ad,video_stickers,author_username,author_name,author_followercount,author_followingcount,author_heartcount,author_videocount,author_diggcount,author_verified,poi_name,poi_address,poi_city,data_collection_engine
7649091368656194847,2026-06-08T14:21:31,109,US,12800,999,2069,212200,"#FilmTok just made first contact with Steven Spielberg about Disclosure Day 👽 in theaters, June 12 #DisclosureDay",False,,tiktok,TikTok,94900000,0,462000000,1481,4164,True,,,,dom
7647963131938901278,2026-06-05T13:23:18,40,US,69500,484,2111,13200000,"heart broken? missing your bestie? crying in all your TikToks? The Afterparty was made for YOU. watch @Lykke Li on In the Mix, presented by @T-Mobile ",True,,tiktok,TikTok,94900000,0,462000000,1481,4164,True,,,,dom
7646496890783010078,2026-06-01T14:33:29,72,US,10900,959,2264,210200,one museum walkthrough away from becoming the friend who says “the composition here is stunning” #MuseumsComeAlive,False,,tiktok,TikTok,94900000,0,462000000,1481,4164,True,,,,dom
7645395404045028639,2026-05-29T15:19:14,42,US,165600,2059,3942,46700000,"did someone say reality show 👀 @Bebe Rexha let’s make it happen. watch TikTok In The Mix, presented by @T-Mobile, on our page.",True,,tiktok,TikTok,94900000,0,462000000,1481,4164,True,,,,dom
7645356725259865375,2026-05-29T12:49:08,2066,US,29500,901,1227,7300000,"drop a 🩷 if you’re ready for ‘Dirty Blonde’. Watch @Bebe Rexha kick off her independent era on TikTok In The Mix w/ Jack Coyne from @Track Star, presented by @T-Mobile ",True,,tiktok,TikTok,94900000,0,462000000,1481,4164,True,,,,dom
7644982860780260639,2026-05-28T12:38:14,60,US,145800,1015,2096,50300000,"before it was a hit song, it was a trending audio 💃 get the “I’m Good” origin story from @Bebe Rexha on TikTok In The Mix, presented by @T-Mobile ",True,,tiktok,TikTok,94900000,0,462000000,1481,4164,True,,,,dom
7644644020869811486,2026-05-27T14:43:26,58,US,6990,503,833,167900,you can count on us to drop you off exactly where you want to be ☝️ ❤️ @KahriJason @peter panic @Matigan @whimsical_vato @D.Gibs @Sarah @plutoopictures @Renaissance Records US @Fun Man Band ,False,,tiktok,TikTok,94900000,0,462000000,1481,4164,True,,,,dom
7644289514600451358,2026-05-26T15:47:48,54,US,114600,823,962,12600000,"Are you a karaoke star? 🎤 a choreographer? 🕺 or an OG superfan? @Bebe Rexha’s got a song for you. tune in to the full episode of TikTok In The Mix, presented by @T-Mobile ",True,,tiktok,TikTok,94900000,0,462000000,1481,4164,True,,,,dom
7642770753292635422,2026-05-22T13:34:13,54,US,11200,943,1279,310200,Shout out all the iconic @Zara Larsson stans who helped inspire Midnight Sun: Girls Trip 🪩,False,,tiktok,TikTok,94900000,0,462000000,1481,4164,True,,,,dom
7642540102207524126,2026-05-21T22:39:08,84,US,8817,710,842,160600,"the feed is better when everybody's involved, thanks for sharing your journey with us @Chanelle | Half Blind 🫶 #GlobalAccessibilityAwarenessDay",False,,tiktok,TikTok,94900000,0,462000000,1481,4164,True,,,,dom
7642519488302222622,2026-05-21T21:19:05,40,US,9313,599,809,159300,not the #ScreenTime hacker lurking in the comment section 👀 comment your fan theories before Act II drops Friday May 22 at 12am PT (3am ET) 🍿,False,,tiktok,TikTok,94900000,0,462000000,1481,4164,True,,,,dom
7642410275831827742,2026-05-21T14:15:14,48,US,10400,379,461,1700000,searches for 'custard creams' since we clocked how much @SIENNA SPIRO loves them  📈 #BehindTheBreakthrough,False,,tiktok,TikTok,94900000,0,462000000,1481,4164,True,,,,dom
7641647587056962846,2026-05-19T12:55:55,56,US,13300,582,1069,1500000,the magic of TikTok covers? sometimes they end up on that artist’s feed 🪄@SIENNA SPIRO #BehindTheBreakthrough,False,,tiktok,TikTok,94900000,0,462000000,1481,4164,True,,,,dom
7641268387934489886,2026-05-18T12:24:09,138,US,112500,1793,1590,10000000,"Before the debut EP and tours, @SIENNA SPIRO had day-one fans supporting her on TikTok, like @KRISTA. Watch the full-circle moment on #BehindTheBreakthrough.",False,,tiktok,TikTok,94900000,0,462000000,1481,4164,True,,,,dom
7637896329779350814,2026-05-09T10:19:04,66,US,12100,1222,2703,305400,your caribbean mom friend is LIVE 📱step into the world of @Shanisse’s Family Lifestyle 🥘✈️ #MomsOfTikTok ,False,,tiktok,TikTok,94900000,0,462000000,1481,4164,True,,,,dom
7636131611674692894,2026-05-04T16:10:53,70,US,15300,1579,2428,401800,"@Zara Larsson said Girl’s Trip Season starts now 🌺 Search Midnight Sun: Girls Trip on TikTok, and listen on iHeartRadio.",False,,tiktok,TikTok,94900000,0,462000000,1481,4164,True,,,,dom
