video_id,video_timestamp,video_duration,video_locationcreated,video_diggcount,video_sharecount,video_commentcount,video_playcount,video_description,video_is_ad,video_stickers,author_username,author_name,author_followercount,author_followingcount,author_heartcount,author_videocount,author_diggcount,author_verified,poi_name,poi_address,poi_city,data_collection_engine
7662455743957814558,2026-07-14T14:42:08,71,US,6671,460,1286,260300,1 million stargazers. one night sky. @Chasingthemilk has the brightest LIVE in the cosmos 🌙,False,,tiktok,TikTok,94900000,0,462000000,1481,4164,True,,,,dom
7662396637670624542,2026-07-14T10:52:51,85,US,5373,259,565,205700,40+ year old legends at the 🌍🏆? that’s old news. meet the Cameroonian 🐐 who came out of retirement to dance his team to victory 🕺🏿 in ep. 3 of Footnotes with @Fa2chainz ,False,,tiktok,TikTok,94900000,0,462000000,1481,4164,True,,,,dom
7661266332335263006,2026-07-11T09:46:42,109,US,9825,645,1722,542500,decades of watching ⚽ together = couple goals. kick it with @Sue and Geoff on TikTok,False,,tiktok,TikTok,94900000,0,462000000,1481,4164,True,,,,dom
7661032370790731039,2026-07-10T18:38:35,63,US,6425,514,1095,184900,"AI can do some amazing things for creativity, from auto-captions to mind-bending visual effects 🤖✨ But cool tech works best when it's honest. Check out the latest installment of the TikTok Transparency Studio to learn more about the rules in place for AI-generated content on TikTok",False,,tiktok,TikTok,94900000,0,462000000,1481,4164,True,,,,dom
7661020987701480735,2026-07-10T17:54:32,67,US,7851,286,528,528200,tacos served with a side of passion. @Nicolas Nuvan is back with ep. 2 of The Local Pitch 🇲🇽 ⚽,False,,tiktok,TikTok,94900000,0,462000000,1481,4164,True,,,,dom
7659909888675466527,2026-07-07T18:02:43,71,US,9265,489,1596,691100,@Mei is cheffing up a donut so good you can smell it through the screen. Welcome back to Matchup Menu 🍩,False,,tiktok,TikTok,94900000,0,462000000,1481,4164,True,,,,dom
7658708164686171422,2026-07-04T12:19:29,95,US,10900,579,1858,671700,meet the ⚽ fans turning restaurants into stadiums. this is ep. 1 of The Local Pitch with @Nicolas Nuvan ,False,,tiktok,TikTok,94900000,0,462000000,1481,4164,True,,,,dom
7657279285719207198,2026-06-30T15:54:34,101,US,14400,921,2300,932900,from 2 twisted legs to 2x 🌍 🏆winner. check out this legendary 🇧🇷 tale. Episode 2 of Footnotes with @Fa2chainz.,False,,tiktok,TikTok,94900000,0,462000000,1481,4164,True,,,,dom
7657262375246007583,2026-06-30T14:48:58,61,US,176300,496,1599,23600000,"everybody please say “thank you” to @Audrey Hobert and Gracie Abrams. find out how both keep @Malcolm Todd grounded on TikTok In The Mix with Jack Coyne, presented by @T-Mobile  ",True,,tiktok,TikTok,94900000,0,462000000,1481,4164,True,,,,dom
7657202472431144222,2026-06-30T10:56:31,40,US,66700,268,1166,8800000,"if you’re making music in your bedroom rn, keep going. @Malcolm Todd drops some advice for the journey on TikTok In The Mix with Jack Coyne, presented by @T-Mobile ",True,,tiktok,TikTok,94900000,0,462000000,1481,4164,True,,,,dom
